ID	n_p
5BRQ_A	30
4I72_A	15
1V4W_B	42
2D33_D	3
3CR3_A	0
1OHH_C	40
3NI8_A	0
3C33_A	216
5LLT_A	1
1TQO_A	235
4CA0_A	1
3NBZ_A	43
3KTR_A	9
5JRE_A	2
4M29_A	1
5WRV_B	2
5I7I_B	3
1FN9_A	0
5P7D_A	411
2YAN_A	1
4MT8_A	1
3HR4_A	1
4C9W_A	31
4Y79_A	102
5V8W_B	0
5H71_B	12
4ICZ_A	128
3FV9_A	2
5KE6_A	14
1OG4_A	3
4ZH6_A	26
5LFJ_B	4
4PLI_A	2
3RGU_A	0
5BW2_A	36
3G7Q_A	1
2UUY_A	400
3U24_A	6
3SZR_A	14
2Q10_A	3
4IMN_A	16
4Y03_A	14
3NEU_A	0
4TLE_D	19
1GN4_A	40
1VPI_A	54
3RCE_A	4
4MD1_A	82
4K8Y_A	61
2DYA_B	20
1W53_A	3
4F9W_A	374
4GQ7_A	3
4ITL_A	6
2E5V_A	2
5IJK_C	134
4UAT_A	3
5P61_A	411
1JGX_M	37
5LRB_A	107
4NBS_A	62
3OOU_A	0
3QMD_A	3
5AIL_B	0
4OO6_A	17
3BMX_A	8
3N4C_A	55
3AMS_A	2
3MRH_A	512
3RHA_A	46
2HV5_A	170
4ZFK_B	2
5AAN_A	10
6AXK_A	1417
2RH1_A	258
4ZU1_X	36
3VOA_A	35
5JD4_A	10
3OKA_A	2
5UK7_K	29
5TFD_A	26
4ZKY_A	1
1D0L_A	3
4B34_A	38
4EAQ_A	25
3WPE_A	13
5Y4F_A	4
2WBJ_D	119
3IB4_A	43
5J22_A	234
4E04_B	51
2O03_A	1
5I7S_A	62
3ATV_A	72
4ZTU_A	4
1U74_C	67
2YEV_A	8
1BXG_A	3
1XQC_A	224
3C6G_B	2
1T4M_A	23
3KTL_A	46
5O85_C	0
3VXJ_A	11
3QBZ_A	4
1Q7F_B	2
6EH0_A	316
4PGA_A	33
5XUA_A	1
2FVD_A	223
3N1A_A	7
3IA7_A	2
4F7K_A	22
4UN0_C	285
5DV8_A	169
1GMG_A	12
3QOJ_A	235
1QY7_A	9
4K06_A	92
4U0Q_A	4
5G53_C	65
5LBE_A	32
1JTF_A	0
4HQE_B	1
3EBA_B	349
1U2Z_C	0
3EO3_A	11
1IL0_A	11
1JK8_B	63
1U6S_A	24
5KRJ_A	224
3P5Z_A	110
3HW5_A	50
3VW5_A	2
1KK7_A	70
5HZ9_A	45
3AYH_B	0
1V0B_A	619
5HAM_A	0
3O14_A	0
4OBX_A	1
2J1D_G	1
4NJ4_A	6
2I5N_C	13
5EO0_A	506
3V6Y_A	7
4PN6_B	0
1XK1_A	39
2YVP_A	3
5WKM_A	74
1RA5_A	10
1QYO_A	270
5UNL_A	30
1BA2_A	4
6ALJ_A	57
5GJ4_B	24
3B2C_A	39
4IQ2_A	36
1C1J_A	59
5LXB_A	36
5OPC_A	20
5D4Z_1	1
3LJX_A	1
1D4Y_A	416
4WHA_A	26
1KBV_A	8
5G0U_A	72
4Z74_J	10
4OAK_A	5
5IHW_A	8
2V98_A	215
3RGI_A	8
3S5O_A	1
4XEP_A	14
3ZWH_B	9
3DMD_B	11
5W7X_B	3
4S3L_A	0
2B3L_A	38
2OO2_A	0
3GGN_B	0
1A2X_A	12
1XON_A	77
4TQJ_A	3
1TY8_A	0
4XPU_B	0
5NLJ_C	118
3IPR_B	0
3V3M_A	73
5LGQ_A	33
3GKM_A	10
3R9R_A	1
1SWT_A	141
5JP2_B	0
1IAT_A	30
4OII_H	1361
3N91_A	0
5EOU_A	4
1SPQ_B	60
1XQN_A	79
1X9R_A	0
5FSR_A	6
3IMN_A	4
4X8J_H	1040
5NID_A	50
5U9L_A	1
5UOQ_A	18
4R7F_A	0
3A2W_A	13
5KJC_A	55
5QDC_A	222
1ZWP_A	100
2QEQ_B	27
4EVT_A	25
2D3U_B	128
4IPP_A	118
2RH3_A	0
5TJK_A	115
3HPH_C	2
4UZ5_A	11
4HFQ_A	0
1NI0_C	4
5M09_A	4
2HV9_A	8
1NAA_A	4
2IHP_B	16
3SHM_A	14
4IVY_A	224
2FGG_A	0
1S8D_A	584
3GPM_A	17
1IJY_A	4
2F7V_A	1
5KDH_A	164
3GNS_A	57
1TBJ_A	56
1D6M_A	6
4NDW_B	4
4RLK_A	120
3A7L_A	1
2EOA_A	21
2OX8_A	1
3TAF_A	76
2E8H_A	81
4NHZ_H	105
5JW4_A	121
3PEG_A	3
1H3N_A	27
2EKC_A	11
4PED_A	1
2YEM_B	65
3NYG_A	372
3M04_A	371
1HZY_A	60
2D2Q_B	25
5URZ_A	7
5HAS_A	0
4JYI_A	19
5L3W_A	7
3QEK_A	11
1OEV_A	173
6F9P_A	4
5UMW_A	0
5KQ0_A	54
2OF9_A	32
4AX7_A	25
2G9D_A	1
1OD2_A	29
3CQA_B	96
3K4O_A	3
1K03_A	35
3K1G_A	10
6ER3_B	3
4XTK_E	1
3UY7_A	28
4Q4J_B	5
3WCM_B	22
5HL0_A	25
3WLV_A	9
3K27_A	26
1S2K_A	5
3MCH_B	1
4X5R_A	33
4Z0O_A	2
1DQS_B	13
4FBH_A	2
3ETF_A	9
3MMW_A	11
3TWC_H	1199
5N5R_A	122
3BS8_A	13
5H04_A	4
5H93_B	3
5IEI_A	2
3P45_A	17
2RG0_A	32
2A11_A	7
1UN9_A	10
4NHA_A	8
3RDH_A	122
2O1E_A	0
1SUI_D	1
4O55_A	67
3ZVY_B	8
3BWC_A	20
5U6X_A	30
1IGY_B	1635
5W4B_B	49
2ZIS_B	37
5TDO_B	1430
5MT0_A	219
6BK1_A	7
3MP4_A	4
4Q4B_A	7
5T9C_E	5
2CAY_A	0
4P5X_A	2
4V01_B	614
3KV2_B	56
3QLV_C	5
1NA0_A	6
3IIR_A	1
3R15_A	1
4TKY_D	15
4OPF_A	0
4LPZ_A	9
2CDA_A	3
1KQG_A	1
3G43_C	116
3I4C_A	5
4Z4U_B	67
3R09_A	1
2GR8_A	2
4HOH_A	29
4RNL_B	1
1SE8_A	1
5I0S_A	35
5YZP_A	0
2QHX_A	50
4EO5_A	16
3D6I_A	1
1OFJ_A	183
5P4R_A	411
1QP9_A	3
5U16_A	25
2QPZ_A	1
1F3P_A	20
5KAP_B	22
2ZLF_A	25
3IWO_A	81
5EDW_A	47
4O5L_H	1316
3HOE_A	14
5N2V_B	7
3K1S_A	1
5HM7_A	4
4OW3_A	42
3PH9_B	0
3U27_C	8
5FDD_A	50
5Y06_A	1
5WZK_A	4
4L43_A	248
1H13_A	14
5U3D_B	1440
3M0N_A	4
4Y65_A	8
1GIJ_A	223
1CY2_A	22
1JR4_A	58
4LT6_A	2
4WO8_A	32
3IK2_A	6
3GA6_B	46
2NVE_A	5
1GXB_C	7
5FUQ_A	45
1RYZ_A	40
2YW8_A	1
5JNF_A	20
1BDL_A	377
2RFZ_A	32
5JG5_B	365
5P5J_A	411
5K4J_A	238
5IFD_A	12
1JKT_A	67
5G3U_A	2
1PF8_A	238
3HCR_A	21
5HLP_B	50
2EFC_D	70
4K4I_A	43
1EG5_A	5
3EW1_B	2
2XCG_A	65
6F26_A	56
4QUB_A	116
3R26_A	5
4WEM_A	9
5EOJ_A	1
4UUM_B	16
4OCZ_A	19
5TL7_B	9
5CFJ_A	1
4WPY_A	1
3X2E_A	47
3NYN_A	130
3I83_A	1
4QJG_B	11
3SSZ_A	2
5A9H_A	1
3WHT_A	11
1VL5_A	0
5IUN_A	10
3GQY_A	65
1Q1F_A	16
1KT8_A	26
3UAH_A	1
3GJ6_A	18
2FH6_A	11
2IUW_A	0
2BE3_A	4
4QSB_A	371
6B8Y_A	29
4UT1_A	0
1YYP_A	3
4JX1_A	69
3SBF_D	33
4ONU_A	2
2DLD_A	5
2WVC_B	13
1LOJ_C	3
4R11_C	3
6BWA_A	67
4BBG_A	66
3CT4_A	8
5ILU_A	4
5Y4L_B	2
4EMI_A	2
4U6V_A	4
2BSW_A	2
2QCB_A	103
5FUX_A	6
5VPD_B	6
1BD2_A	584
1S0P_A	18
4XYO_A	6
4NTZ_A	52
5IN7_A	5
3BWB_A	20
5KSC_A	63
2WGJ_A	682
5TDR_A	1
4B4U_B	14
1V0D_A	0
1QX1_A	10
3VNA_A	3
1RHI_1	3
5O4M_B	8
2GUW_B	6
3WVA_A	2
3SW8_P	29
4EA4_A	15
2PGF_A	2
3OWC_A	0
3OP0_A	33
5CJ4_C	9
4KTX_A	52
3G21_A	6
2XDQ_A	0
5CSQ_A	12
5U1S_A	1
1I06_A	7
5IW4_B	4
1E4E_A	6
2QTQ_A	1
2VJ1_A	79
3UMW_A	90
2OCE_A	2
4AA9_A	438
3WLE_A	4
3PIV_B	0
3U58_A	2
2ZLA_A	79
3X1Z_A	163
1CVM_A	2
4AUE_B	62
2C77_A	105
4HHD_A	41
1G8Z_D	18
3GVZ_A	0
1E15_A	32
4LD0_B	0
5ACJ_A	15
4NL1_A	33
5P9J_A	254
2X5Z_A	3
2XWC_A	68
5NX0_A	247
4QG3_A	13
5KIR_A	30
4UCG_A	35
4E2F_A	33
5HHA_B	16
1WZG_A	43
1KHV_A	0
6AMM_H	1426
2YXW_B	24
2ECS_A	7
4K5E_B	130
5NVO_A	10
2H4K_A	127
3ATT_A	0
3H78_B	7
1OPE_A	10
5DLH_A	42
4R8R_A	55
3P8O_A	68
3FJX_A	10
3B2F_A	14
3JXG_C	9
3BF6_H	171
3EHH_A	10
3KZA_A	51
3CFY_A	0
2NYH_A	1
4MZ1_A	57
4G71_A	22
4QNX_A	10
1YZT_A	5
3CQ8_A	76
2W9B_B	73
3QZO_D	7
4PWK_A	174
4RLW_A	2
5YEC_A	7
3TZ9_A	200
1JA6_A	338
4ESK_C	1
5YAD_A	0
3OU2_A	2
4OVA_A	4
1QF6_A	9
6BID_A	21
3O6W_A	21
4BV3_A	76
3KMS_A	29
1NXF_A	40
2BAP_A	4
4H97_A	25
4YOO_A	2
2DIO_A	6
3WEK_A	22
5LXH_C	16
2IZP_A	15
2VKR_A	0
2FPL_A	26
4GSS_A	41
3M2K_B	18
4ALL_A	93
5TK2_B	4
4KN0_A	13
3EEX_A	25
3NFH_B	1
5YWN_A	5
3O6G_A	208
2A81_A	1
2E1P_A	24
1X1W_B	9
5K0L_A	58
3CQ6_A	8
3X0B_A	16
2VHZ_A	5
1U5A_A	24
2Q32_B	36
2BLY_A	477
2PM1_A	18
2AMY_A	4
5EMT_A	27
2WEX_A	3
4UP1_A	188
5GZB_A	3
1R5M_A	0
4ORI_A	45
4FYC_A	1
3FD0_A	4
1X79_B	1
4NQ8_B	5
4ROU_A	2
4X95_B	10
5IDK_B	26
3TW0_A	2
1WLZ_A	1
3LUO_A	12
4FHO_B	10
5MR2_B	1
4OWW_A	2
4PPF_A	58
5WOF_B	13
4DQQ_D	44
4BEX_1	1
3BGH_A	0
5VI7_A	27
3Q18_A	13
4UU8_B	26
1XB9_A	4
3I6M_A	112
3AAX_B	5
2RVE_B	24
3ZIU_A	22
3OCE_A	18
1N3R_K	3
3BB4_A	4
3B2D_A	2
5I50_B	1
3BOX_A	14
3S5Y_B	17
4M7B_A	86
1B5Y_A	491
4YQW_A	51
1PMV_A	351
5POH_B	35
1DVI_A	8
4A21_A	19
3MM0_C	32
1FT5_A	1
5BPX_A	1
4RHA_A	3
5JK2_B	0
3VJT_A	79
5D1R_A	0
6BJN_A	5
4YUY_A	20
4LFN_B	1
4KKE_A	351
2IHW_A	0
5VQ9_D	3
2JHT_A	16
1Y6G_B	4
3LA6_O	1
1XD7_A	0
4E6S_A	0
3R5N_A	169
4DLM_A	3
3VM4_A	7
3B84_A	1
4L7G_A	222
1Q67_B	0
1J1I_A	8
3T83_A	371
3MRM_A	512
3BDN_A	7
4GEV_A	131
1A3C_A	15
3CH7_A	2
2Q6Z_A	16
3PBH_A	2
1AC8_A	108
5J0I_A	1
4FI9_A	6
1BG2_A	66
3RT5_X	338
1TZO_A	18
5KMN_A	132
4HRF_A	8
3C6B_A	5
4H9V_A	29
1OL0_A	1076
5X7V_A	0
6EKR_A	0
2ZXF_A	10
4FES_A	5
5UZ8_A	2
5DLV_A	44
3JUI_A	0
5XHI_A	96
4D74_A	0
1H1V_A	101
3LLT_A	107
4NKI_H	1441
4IT1_D	16
2HSM_A	2
6ARC_B	11
5XC3_A	80
1GP5_A	3
2HHF_A	25
1GGL_A	7
1CQ4_A	0
5OES_C	2
3M6A_A	10
4UEG_A	29
4JVN_A	30
3QER_A	76
3TZG_A	0
4KF8_A	1
1QZW_A	12
3M6G_B	87
1HM4_A	3
3NVS_A	10
4ZWB_A	6
2VL4_B	1
5W90_A	5
3OJS_A	93
1KBQ_A	45
1NV7_A	59
2OM2_A	70
3ISW_B	2
2CWS_A	6
5FKQ_A	9
1N2D_A	3
4US9_A	8
1KDT_B	5
5A0P_A	4
2GTL_N	0
5IMS_B	20
2RJV_A	16
3L54_A	139
1QBJ_C	6
2F56_A	9
3KEA_A	0
2YXN_A	9
1O8C_A	6
3SY5_A	110
6AQS_A	15
3AZX_A	6
3W1V_A	7
3LU7_B	67
2YBT_A	20
3ZUT_A	15
4DWG_A	18
4K1O_A	1
1K5U_A	96
5O8E_A	3
3HSI_B	0
2Z4O_A	374
4QXA_A	39
2C6W_B	4
3CUO_A	0
1BO6_B	34
4GU4_A	2
6ES3_K	6
2FH8_A	11
5IO5_A	51
1NKT_A	16
2FDD_A	373
4Y4V_A	1
4GZI_A	6
2QZP_B	12
3RKR_A	59
2ASC_A	8
4AFZ_A	31
4QNN_A	1
1L7D_B	22
2IAM_D	105
2ZXQ_A	3
2ZAM_A	16
3EKK_A	57
3N0U_A	1
4Q01_A	176
1C8O_A	2
4F4Q_A	21
5KTO_A	11
1L3A_C	7
3Q12_A	53
5JYF_C	94
5FTC_A	8
3RGM_A	7
2WQ2_A	7
4IDJ_A	4
4ZRE_A	4
2HL9_A	3
4E35_A	24
2VND_A	6
5B5T_A	14
4YYF_A	0
2C0F_A	4
1W0E_A	38
3QWT_A	2
1ZA6_B	1451
3DRO_B	1196
5U7N_B	0
4NIQ_A	0
1SKS_A	15
3BPZ_A	20
4WSO_A	0
3BDL_A	7
1OUN_A	9
3GME_A	9
3ML1_A	3
3DR3_A	8
1P6L_A	114
5WME_C	13
3LS5_H	1417
4DGU_B	0
4ODS_H	1174
5K2L_A	0
2HWX_A	2
1VM6_B	0
5U72_A	25
6BV6_A	7
2Z56_A	24
2XS5_B	6
5TW1_D	69
5X6R_A	5
3V4N_A	8
5UWL_B	70
4HNY_C	7
4DWL_C	0
4DU2_A	72
2FIW_A	0
5K1R_A	2
3TSW_C	8
2UVP_C	1
3W8L_A	120
4JYO_X	5
1QHT_A	28
2BFP_B	50
4YH8_A	1
5F02_A	111
4A27_A	0
4CGZ_A	17
1V0P_A	619
5XJV_B	8
5HOZ_A	67
4H4B_A	11
1YA7_O	4
1IN6_A	10
1P19_B	10
4NJU_A	373
4U1E_I	0
4I52_A	9
2V8D_A	5
5VND_B	604
4MHN_A	31
1L3J_A	4
2VA3_A	73
2J3Z_A	2
4TYL_A	16
4D44_G	93
5MO2_A	294
4L3N_B	4
3FIG_B	5
2UVR_A	73
3G05_A	5
4HKT_B	6
1PG4_A	18
2YHV_A	195
1EQ7_A	4
5TD3_A	6
4JVP_A	641
4ZMX_A	12
5P0X_A	411
3GD3_B	8
3R7T_A	17
3C63_A	106
5H6R_A	42
3GIR_A	3
3NKM_A	44
5M9J_A	20
2YJR_A	189
3EE4_A	0
4N2R_A	7
2HOH_A	29
5MM0_A	2
6F14_A	316
5W5L_B	126
5EHO_A	41
5LL5_A	8
1I5X_A	66
5B5O_A	70
4M7A_I	2
2EJG_A	19
1H8O_A	1128
4B9A_A	24
1H5Q_A	9
4IZG_A	3
5OTT_A	9
1M7H_D	11
3ON0_A	3
2O5W_A	4
3K1K_A	270
2POC_A	8
4G8O_A	22
5L0W_B	2
2AOD_A	374
1XRM_A	13
3GRZ_A	1
1YQ3_A	35
3I63_A	34
2DRX_C	39
3EYV_B	1354
5Z0M_A	9
5LVM_A	199
3BTP_A	0
4PUX_A	0
3IQT_A	0
3BLH_A	179
1RM6_A	0
5A8E_A	19
5NDK_11	43
4OO1_J	4
1LDK_A	1
3FVH_A	49
1Z9F_A	0
3GYT_A	1
1DSZ_B	5
6BQM_A	1
5FID_A	0
2OCK_A	3
2RDI_A	47
3A09_A	12
1QZV_F	0
4WP8_A	7
4P72_A	10
2GOP_A	2
4INE_A	4
3HGT_A	1
5TID_A	8
1WYY_A	5
2OJU_B	110
6BNN_A	3
1DSN_A	69
3EB5_A	3
1K9J_A	10
4I98_B	0
3H2T_A	0
5KL5_A	32
4BYG_A	32
4KAK_A	58
5UX9_D	1
4GS9_A	10
4EE2_A	18
3S48_A	5
3UYR_L	192
4WXU_A	4
2AXF_A	506
2B3D_A	2
1H2U_X	1
3A5V_A	3
3LRP_A	24
1U9I_A	19
3VVG_A	10
1XE3_D	44
4WOP_A	4
5OGT_A	4
5EJE_A	52
4TKL_A	7
2ZQJ_A	8
3W2Z_A	170
3UE0_A	10
1T3A_A	14
2V3G_A	5
4JP4_A	70
5AYW_A	12
3UHY_A	40
4X57_C	38
1U6D_X	29
3WNJ_A	16
3MV6_M	11
5ENC_A	4
5TTR_A	190
4WMJ_B	30
1I9H_B	103
1WNZ_A	5
3MZ1_C	0
4EKI_A	27
3DWD_A	1
2XET_A	0
4L9E_A	4
5LM5_B	5
5WQT_A	2
4FZP_A	2
4YMX_A	8
5F1S_A	0
3T0T_A	64
3CYO_A	65
5DKS_A	224
4OPE_A	6
2ICQ_A	32
5KQM_A	23
4XFF_A	35
3K2N_A	0
2QE3_A	5
4F8Z_A	8
4PGM_B	34
3HES_A	11
3AAB_A	7
3KVR_B	15
3UHS_A	40
3CC6_A	26
3SZO_B	10
5J5S_B	151
2VI1_A	54
4XU1_A	9
5B6F_F	1424
3F8A_A	36
1UNY_B	30
3DOB_B	18
5B63_A	13
5YII_A	3
4WWX_B	2
5JLD_A	12
3P4F_A	37
2IGD_A	28
3AMK_A	3
1WAO_1	20
4G1P_A	5
3GD0_A	1
3RSK_A	125
5D9I_A	16
1Q3A_B	56
4ZVB_A	1
3ESB_A	10
5EVH_A	0
2I6O_A	4
1Z9W_A	1
4IOB_A	1
4HCQ_A	16
1VK0_A	1
4LV4_A	19
2BER_A	4
5DXT_A	134
5VVB_D	114
6BGN_B	5
5H9W_A	4
2A85_A	13
1EDG_A	9
2E07_A	81
3HSQ_A	1
4HVW_A	61
2W0C_L	2
5MWK_A	4
1QUE_A	20
1P0Z_A	2
5HNI_X	682
3JZR_A	76
2JK9_A	7
3G3U_B	4
5H5O_A	0
4J7K_B	7
3X22_A	9
2F0N_A	235
5V7R_H	1368
2Q1J_A	132
3HC1_A	0
3TKA_A	2
3MSW_A	0
2DGC_A	46
3OC7_A	3
2D3B_C	4
3IBP_A	0
3GWA_A	6
3GVF_A	13
1AD0_B	1631
4PVG_A	125
1NOM_A	198
1IG9_A	76
3R6K_A	63
4DBL_A	4
4COL_B	4
1UUN_A	0
2ZQV_A	43
2VWW_A	442
3ZXH_A	89
5OU3_A	57
4IQY_A	2
2VGB_A	65
1LII_A	17
5F7F_A	7
3S3T_A	0
2W5Y_A	4
5EGM_A	280
4NRB_A	22
3RO2_A	10
2GJM_A	34
3CTT_A	20
4YH2_A	8
5C46_E	9
3AUX_A	3
5VTH_A	63
5FMH_A	15
2V9D_A	8
2VKG_A	10
1V4J_A	16
3TFX_A	1
1UZ8_A	195
3TVV_B	5
5H3E_B	47
2HU9_A	0
1OCH_A	11
2WN9_E	76
5XHS_A	19
1Q44_A	0
2VLB_C	4
5U28_A	164
5VT2_A	1
4QWO_A	0
3TYF_B	99
1AEK_A	108
2FYO_A	5
5KJS_A	11
2FC2_A	82
2PFY_A	0
1ZAB_C	10
2XN6_A	42
1DLE_A	5
4YQO_A	186
3B8V_A	13
4TPS_A	0
5KUD_A	2
3L02_A	10
2O6L_B	0
3AUU_A	10
4GA3_A	77
4HJP_A	133
3OML_A	5
5C8W_B	5
1KZM_A	3
3WWR_A	79
5MZM_A	505
1US8_A	11
2OMH_B	104
4A0N_A	20
4FIF_A	82
2EL1_A	81
1HYO_B	5
5U25_A	32
4DOT_A	3
1M1Z_B	4
4GTA_A	27
3WG3_A	20
4H0U_A	164
5XN5_A	18
3KS5_B	1
4WDG_A	16
4A3M_A	67
1D09_A	33
5FEN_A	26
5OJ4_A	16
3ZOO_A	33
3IT9_D	16
4FAD_A	139
4XCU_A	553
4YAI_A	11
1O9L_A	12
4Q0R_B	5
1S4O_B	1
4DXF_A	14
5J8U_A	205
4YU5_A	1
4P31_A	10
4OOP_B	17
4Y2I_A	1
4K09_A	95
4P4G_A	3
3D2C_A	23
3KM4_A	56
4NKW_A	9
4LRR_A	131
3TTO_A	15
4GDZ_A	0
5D68_B	5
4F27_A	6
3WBJ_A	14
3MGY_A	374
3GDF_A	2
2E43_B	5
5OMI_A	2
5KDV_A	4
3Q2M_A	3
2H8N_A	1
2IA6_A	47
5VD1_A	64
4COY_A	2
4I7Z_C	5
3DTE_A	2
1Y2U_A	10
3ZZR_A	1
2J83_A	3
3EIP_A	0
2YD5_A	17
5EU7_E	1463
2PRO_B	0
4QY0_A	83
3GZQ_B	56
3P1M_F	0
4POI_B	1
2J5B_A	5
3AVR_A	4
1I5G_A	5
3THN_A	7
2F4N_A	1
5GMB_A	3
5MQR_A	2
3GE6_A	3
3C35_A	216
4J42_B	7
4KTF_A	26
2NZL_A	16
3HXP_A	1
1TRO_A	17
5LK4_A	74
1ZBM_A	0
4M34_A	6
4JLO_A	40
2XK9_A	220
4F6M_A	6
1QHU_A	1
1H87_A	477
4PL9_A	0
4ZRB_E	5
2PST_X	0
2IU4_B	10
5C98_A	0
4C9P_A	74
5N8W_A	103
5K8G_A	3
1RWI_A	35
1VRB_D	0
4PFI_A	0
2XU3_A	144
2BHY_A	11
3H57_A	132
3FFH_A	2
6ARN_A	34
3UQA_A	40
2IY4_U	4
1NUS_A	4
3CQY_A	4
6EKE_C	0
3IMP_B	7
4B52_A	54
4Z28_A	3
3DSW_A	4
4HP9_A	1
4NZP_A	10
3HQ1_A	5
4W4R_B	3
4KV1_A	164
3WZ7_A	411
5LCR_A	316
2B49_A	139
5EWJ_A	11
1G2U_A	37
1SJW_A	1
4BDV_A	5
3EJD_D	14
1GYJ_A	1
5VJO_C	1335
4WKI_A	9
1AG6_A	10
2OBK_F	4
1SMY_N	71
2W7O_A	18
5CAG_A	0
5FCI_L3	2
2V4B_B	11
3C61_A	31
3VZV_A	76
1K7Q_A	16
6F3I_B	34
4B7Y_D	1
5COW_A	1
5K05_A	58
4IK2_A	7
2OZU_A	21
1DP7_P	0
3S6A_A	16
4GIO_A	0
3CZK_A	4
1B35_C	0
2FW4_A	22
5OHL_A	10
4YV9_C	3
4RVL_A	172
1KJN_A	0
4YOG_A	74
3SYZ_A	93
5J0U_A	137
3LCK_A	318
5FMB_A	9
5V3W_A	7
1Q63_A	118
1AR6_1	8
4N2C_A	36
3KAV_C	4
1Y3I_A	8
3EN2_A	1
2W55_B	24
1G0O_C	35
2HFJ_A	6
2E0Z_A	0
5N9T_A	26
4RA9_A	9
6AOG_A	127
3WR1_B	159
1TS2_A	11
1WV2_A	0
5INH_A	44
5AGY_A	19
4WTG_A	128
1FX0_A	21
5DJ6_A	126
2Y80_A	102
3Q70_A	413
2CMO_B	228
2F5B_H	1354
3BPU_A	0
3AUM_O	25
5FGR_C	7
3R61_A	15
5EO2_C	1
3NDS_A	5
4IUM_A	0
4OI6_A	1
2IN4_A	132
3KFI_A	13
2GM4_A	6
5YTV_A	1
5LP1_A	20
5DPJ_A	270
1PJB_A	6
4IIV_A	43
1RKB_A	5
2H96_A	452
2YC1_A	942
5NC8_B	0
1CN3_A	21
4FO9_A	0
2GXU_A	24
3DT1_A	374
5E7G_A	1
5CKU_A	10
3U5V_A	4
4P83_B	13
1DRV_A	11
4CC9_A	3
4LTT_A	3
3VBG_B	76
3DTT_A	0
5K8T_A	27
5C2I_A	0
2CGP_A	35
4WQK_A	5
2A0F_A	33
3I7M_A	0
5KC4_A	2
5I2Q_A	3
4E1S_A	0
2DRP_D	0
1AJN_B	12
3MAE_B	0
3KMB_1	15
5WAI_B	1
1NWA_A	11
3LTO_A	0
5CWU_A	1
5X24_A	57
5WCN_A	2
5Y7Y_B	11
3VD3_A	34
3S6X_B	5
5OLG_A	115
5N8X_A	29
3TBN_A	12
3UJH_A	35
1EW3_A	2
6EZF_A	18
3ETV_A	2
4Q7K_A	1
5KSB_F	101
2WYP_A	18
4U8I_A	22
2HEH_A	37
6ALB_A	79
1JJV_A	5
3DEN_A	48
2WDF_A	4
3QM1_A	6
5NC2_A	15
6F97_A	15
3IRB_A	0
2GVJ_A	43
4OIV_A	66
3LLR_B	0
4HR3_A	0
3NGI_A	76
4CXL_B	136
3CSX_B	0
2ZGH_A	316
1Q9C_D	1
5KII_A	247
2GKI_B	674
5N3O_A	316
2BZD_A	4
3P3P_A	20
5EFZ_A	3
3D55_D	2
2BQF_A	490
4R68_A	38
5SVZ_A	68
5YJZ_A	9
6FCW_A	2
4L68_B	0
1ZC6_B	0
1KCU_H	1265
3VPY_A	14
6B3A_A	3
2BLB_A	12
6BNF_A	15
2P6P_B	5
3OFE_A	1
2AYN_A	3
2XTY_B	2
4HKK_A	70
1KZZ_A	12
3WDQ_A	0
3LMB_A	0
3S6Y_B	5
5YSL_A	1294
5UFZ_A	374
5KU7_A	1
3Q5Y_A	101
5UZV_Z	10
4S2E_B	25
5MS7_A	6
3Q1I_A	49
2IN5_A	0
3IVA_A	7
3EVS_B	2
5VBG_A	4
5MRH_A	10
2YJG_A	1
1U78_A	1
3N55_A	9
4OUH_A	0
3T0R_A	90
3GVM_C	2
2YZO_B	1
3QOK_A	6
4V7P_AV	7
3HA3_A	10
1NUK_A	32
3UQV_A	294
5F1N_A	505
3PG3_A	374
5FSG_A	234
3NGR_A	57
4CQ6_A	9
4HTS_A	1
1S1X_A	166
4ENF_A	21
6F1O_A	338
5KY9_A	11
2HW2_A	0
4UMF_C	5
2DB0_B	0
1SU9_A	10
3UP1_A	7
1ZUR_A	247
3L60_A	0
1D3A_A	3
4QPF_A	77
4ZR0_B	1
1B4P_A	17
4H53_A	63
4D5H_A	43
3MHC_A	371
2WDW_A	11
1X36_A	8
2VI6_A	1
6BZ5_A	1
2PXX_A	0
4EFE_A	20
1SIW_A	6
5OYS_A	411
1HZU_A	5
3MC1_A	2
3BZZ_B	11
5OFY_A	13
2SFP_A	31
5JQ1_A	4
2F8S_A	3
4HDT_A	1
4GB0_A	1
4IQ4_A	14
3BJW_A	8
5OFJ_A	30
2Z8N_A	9
2OSD_A	1
3QY0_A	7
5FQO_A	18
5ENB_A	4
5LD8_A	8
1EY4_A	235
5I3R_A	12
5W79_A	14
3HUV_A	24
3GS6_A	11
4R2J_A	4
1FJ9_A	59
4XXG_A	15
4WEU_B	9
3BKH_A	1
2FZ1_B	2
4E4U_A	5
1NFS_B	6
3RIH_A	5
5NLM_B	13
3TEQ_B	0
3QPK_A	9
3GTT_A	96
5DXY_A	25
5CEA_C	0
2X0K_A	9
5MT2_A	2
3EOJ_A	4
5L53_A	30
3GW2_A	0
5XGG_E	1
5L3Q_B	0
4OH4_A	22
4N07_A	208
2VGM_A	1
3N42_F	8
3UW6_A	11
4M1R_A	8
3L3U_B	67
4NYK_A	13
4PRG_A	194
2ZEY_A	5
3AJR_A	6
3GUI_A	247
5B35_A	82
2OXO_A	4
2ZZK_B	2
4OKE_A	2
3IPT_A	31
2ZCN_D	2
4DTD_A	6
4A4P_A	18
1YE9_E	39
5T1T_B	34
5NQP_A	7
